OBJECTID,STYLE,TIME1,TIME2,TIME3,TIME4,TYPE,Meter,RatePerHr,MaxTime,Long,Lat
623, , , , , ,PARKING METER,2648,3,90 MIN,-123.367564336051,48.4263772748051
624, , , , , ,PARKING METER,2647,3,90 MIN,-123.367580279946,48.4263207424296
625, , , , , ,PARKING METER,2646,3,90 MIN,-123.367592142336,48.4262628160229
626, , , , , ,PARKING METER,2645,3,90 MIN,-123.367605721969,48.4262030974054
627, , , , , ,PARKING METER,2644,3,90 MIN,-123.367614885002,48.4261487431629
628, , , , , ,PARKING METER,2643,3,90 MIN,-123.367630829584,48.4260928882123
629,HANDICAP,1 HR, , , ,PARKING METER,2642,3,90 MIN,-123.36764391312,48.4260393617184
630,Hotel,10 MIN, , , ,HOTEL, ,,,-123.367773460103,48.4255325758062
631, , , , , ,PARKING METER,2610,3,90 MIN,-123.368472890338,48.4250031004856
632,MOTORCYCLE,M-SAT 9AM-6PM 90 MIN,SUN: NO PARKING, , ,PARKING METER,2651,0,90 MIN,-123.368552957066,48.4250816397279
633,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.368528398371,48.4251733523123
634, ,M-SAT 9AM-6PM, , , ,PARKING METER,2652,3,90 MIN,-123.368550987966,48.4251175343472
635, , , , , ,PARKING METER,2654,3,90 MIN,-123.36852692197,48.4252270846949
636, , , , , ,PARKING METER,2655,3,90 MIN,-123.36851535863,48.4252824183975
637,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.368482787881,48.425403779706
638, , , , , ,PARKING METER,2591,3,90 MIN,-123.368519560966,48.4256669102961
639, , , , , ,PARKING METER,2590,3,90 MIN,-123.36853195208,48.4256084620281
640, , , , , ,PARKING METER,2589,3,90 MIN,-123.368542614902,48.4255491592191
641, , , , , ,PARKING METER,2588,3,90 MIN,-123.368553205438,48.4254918250933
642, , , , , ,PARKING METER,2587,3,90 MIN,-123.368585580059,48.4253417112779
643, , , , , ,PARKING METER,2586,3,90 MIN,-123.3685983545,48.4252800373842
644, , , , , ,PARKING METER,2585,3,90 MIN,-123.368609429725,48.4252265639292
645, , , , , ,PARKING METER,2584,3,90 MIN,-123.368624089218,48.4251659419873
646, , , , , ,PARKING METER,2592,3,90 MIN,-123.368503947951,48.425878952397
647, , , , , ,PARKING METER,2593,3,90 MIN,-123.368489445913,48.4259320634399
648, , , , , ,PARKING METER,2594,3,90 MIN,-123.368477024895,48.425987707552
649, ,20 MIN, , , ,PARKING METER,2595,3,90 MIN,-123.368466989103,48.426041410655
650,SMALL VEHICLE, , , , ,PARKING METER,2596,3,90 MIN,-123.368453949983,48.4260897281175
651,Passenger,M-SAT 8-6 3 MIN, , , ,PASSENGER, ,,,-123.368402924466,48.4262276814801
652,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.368387419281,48.426292011757
653, , , , , ,PARKING METER,2597,3,90 MIN,-123.368359486789,48.4263676275486
654, , , , , ,PARKING METER,2598,3,90 MIN,-123.368347505793,48.4264243435146
655,HANDICAP,2 HR, , , ,PARKING METER,2599,3,90 MIN,-123.368333561609,48.4264813725451
656,Commercial,M-F 7-6,SAT 7-10,SAT 10-6 (1HR), ,Commercial, ,,,-123.366226901921,48.426640547378
657, , , , , ,PARKING METER,2760,3,90 MIN,-123.366128212903,48.4265848133785
658, , , , , ,PARKING METER,2761,3,90 MIN,-123.366116524994,48.4266191472682
659, , , , , ,PARKING METER,2762,3,90 MIN,-123.36611535275,48.4266507154717
660, , , , , ,PARKING METER,2763,3,90 MIN,-123.366101203022,48.4266818157192
661, , , , , ,PARKING METER,2764,3,90 MIN,-123.366100632573,48.4267137985506
662, , , , , ,PARKING METER,2765,3,90 MIN,-123.366086871249,48.4267489163304
663, , , , , ,PARKING METER,2766,3,90 MIN,-123.366075778287,48.4267827193249
664, , , , , ,PARKING METER,2767,3,90 MIN,-123.366075201036,48.4268146985785
665, , , , , ,PARKING METER,2717,3,90 MIN,-123.366104611589,48.4270175668829
666, , , , , ,PARKING METER,2718,3,90 MIN,-123.366091662553,48.4270532434649
667, , , , , ,PARKING METER,2719,3,90 MIN,-123.366082203436,48.4270856773843
668, , , , , ,PARKING METER,2720,3,90 MIN,-123.366070443495,48.4271179080953
669, , , , , ,PARKING METER,2721,3,90 MIN,-123.366062281204,48.4271511655755
670, , , , , ,PARKING METER,2722,3,90 MIN,-123.36605097666,48.4271858257104
671, , , , , ,PARKING METER,4223,3,90 MIN,-123.367117429822,48.4276451253923
672, , , , , ,PARKING METER,4224,3,90 MIN,-123.367102959565,48.4277023987609
673, , , , , ,PARKING METER,4225,3,90 MIN,-123.367088493674,48.4277565314069
674, , , , , ,PARKING METER,4226,3,90 MIN,-123.367072433022,48.4278148426455
675, , , , , ,PARKING METER,4227,3,90 MIN,-123.367059999594,48.427871152272
676, , , , , ,PARKING METER,4228,3,90 MIN,-123.367046335022,48.4279303258318
677, , , , , ,PARKING METER,4229,3,90 MIN,-123.367033925799,48.4279898165633
678,SMALL VEHICLE, , , , ,PARKING METER,4230,3,90 MIN,-123.367025628193,48.4280336689324
679,SMALL VEHICLE, , , , ,PARKING METER,4116,3,90 MIN,-123.367197091583,48.4280138785149
680, , , , , ,PARKING METER,4117,3,90 MIN,-123.367193400163,48.4280563001506
681, , , , , ,PARKING METER,4106,3,90 MIN,-123.368842834191,48.4277101603261
682, , , , , ,PARKING METER,4105,3,90 MIN,-123.368923198222,48.4277190874297
683, , , , , ,PARKING METER,4104,3,90 MIN,-123.369021122558,48.4277307273405
684, , , , , ,PARKING METER,4103,3,90 MIN,-123.369108583264,48.4277413031358
685, , , , , ,PARKING METER,4102,3,90 MIN,-123.369194561387,48.4277530342858
686, , , , , ,PARKING METER,4101,3,90 MIN,-123.369279450672,48.4277622462208
687,Commercial,M-F 7-6,SAT 8-6 (1HR),TAXI 6PM-7AM, ,Commercial, ,,,-123.369486992752,48.4279679838147
688, , , , , ,PARKING METER,4005,3,90 MIN,-123.369612379339,48.428104878415
689, , , , , ,PARKING METER,4004,3,90 MIN,-123.36961343759,48.4280711692634
690, , , , , ,PARKING METER,4003,3,90 MIN,-123.369611726555,48.4280390200155
691, , , , , ,PARKING METER,4002,3,90 MIN,-123.36961195526,48.4280072334007
692, , , , , ,PARKING METER,4001,3,90 MIN,-123.369605353808,48.4279747561829
693, , , , , ,PARKING METER,4000,3,90 MIN,-123.369608114167,48.4279395877159
694, , , , , ,PARKING METER,4021,3,90 MIN,-123.368799657599,48.4276103951084
695, , , , , ,PARKING METER,4020,3,90 MIN,-123.368893767195,48.4276228129473
696, , , , , ,PARKING METER,4019,3,90 MIN,-123.368987553855,48.4276339371369
697, , , , , ,PARKING METER,4018,3,90 MIN,-123.369079522052,48.4276438903279
698, , , , , ,PARKING METER,4017,3,90 MIN,-123.369167427213,48.4276535182051
699, , , , , ,PARKING METER,4016,3,90 MIN,-123.369250904304,48.4276628138515
700,HANDICAP,24 HR, , , ,PARKING METER,4015,3,90 MIN,-123.36933355322,48.4276714229568
701, ,20 MIN, , , ,PARKING METER,4014,3,90 MIN,-123.370059476628,48.4274548474553
702,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.369821267358,48.426964257349
703, , , , , ,PARKING METER,2799,3,90 MIN,-123.369741118765,48.4269457470519
704, , , , , ,PARKING METER,2800,3,90 MIN,-123.369657547477,48.4269363351611
705, , , , , ,PARKING METER,2801,3,90 MIN,-123.369572965597,48.4269266169732
706, , , , , ,PARKING METER,2802,3,90 MIN,-123.369488252048,48.4269160732597
707, , , , , ,PARKING METER,2803,3,90 MIN,-123.369409399839,48.426902753215
708, , , , , ,PARKING METER,2804,3,90 MIN,-123.369328449703,48.4268905419339
709, , , , , ,PARKING METER,2805,3,90 MIN,-123.369248646295,48.4268793174439
710, , , , , ,PARKING METER,2806,3,90 MIN,-123.369170447306,48.4268673275414
711, , , , , ,PARKING METER,2807,3,90 MIN,-123.369085540124,48.4268539124484
712,HANDICAP,24 HR, , , ,PARKING METER,2808,3,90 MIN,-123.369000253693,48.4268426226069
713, , , , , ,PARKING METER,2708,3,90 MIN,-123.369063355589,48.4267549679659
714, , , , , ,PARKING METER,2707,3,90 MIN,-123.369145796908,48.426765389712
715, , , , , ,PARKING METER,2706,3,90 MIN,-123.369226876764,48.4267744662793
716,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.369991225641,48.4268453229994
717, , , , , ,PARKING METER,2701,3,90 MIN,-123.369888437925,48.426838120548
718, , , , , ,PARKING METER,2702,3,90 MIN,-123.36980818703,48.4268291263403
719, , , , , ,PARKING METER,2703,3,90 MIN,-123.369722445665,48.4268175667926
720, , , , , ,PARKING METER,2704,3,90 MIN,-123.369638898543,48.4268053064975
721, , , , , ,PARKING METER,2705,3,90 MIN,-123.369553713825,48.4267944413768
722,Hotel,10 MIN, , , ,HOTEL, ,,,-123.370327743773,48.4266187685929
723,Taxi, , , , ,TAXI, ,,,-123.370109070245,48.4265518643966
724, ,20 MIN, , , ,PARKING METER,2060,3,90 MIN,-123.370080786246,48.4264641206097
725, , , , , ,PARKING METER,2059,3,90 MIN,-123.370057010644,48.4264096767475
726, , , , , ,PARKING METER,2030,3,90 MIN,-123.370237282044,48.4264790059027
727, , , , , ,PARKING METER,2029,3,90 MIN,-123.370216189472,48.4264247540566
728, , , , , ,PARKING METER,2028,3,90 MIN,-123.370196349457,48.4263730271247
729, , , , , ,PARKING METER,2027,3,90 MIN,-123.370174501256,48.4263196881618
730,SMALL VEHICLE, , , , ,PARKING METER,2023,3,90 MIN,-123.370090115439,48.4261217850805
731, , , , , ,PARKING METER,2024,3,90 MIN,-123.37010516149,48.4261637805206
732, , , , , ,PARKING METER,2025,3,90 MIN,-123.370125524936,48.4262155786502
733, , , , , ,PARKING METER,2026,3,90 MIN,-123.370148627205,48.4262675865851
734, , , , , ,PARKING METER,2058,3,90 MIN,-123.370035716894,48.4263535623289
735, , , , , ,PARKING METER,2057,3,90 MIN,-123.370016204702,48.4262983670303
736, , , , , ,PARKING METER,2056,3,90 MIN,-123.369993582751,48.4262434282364
737, , , , , ,PARKING METER,2055,3,90 MIN,-123.369971038349,48.4261861338796
738,Commercial,M-SAT 8AM-4PM, , , ,Commercial, ,,,-123.369929553151,48.4261006969641
739, , , , , ,PARKING METER,2022,3,90 MIN,-123.369995730218,48.425879806466
740, , , , , ,PARKING METER,2021,3,90 MIN,-123.369981251531,48.4258263952013
741, , , , , ,PARKING METER,2020,3,90 MIN,-123.369965653742,48.4257726231721
742, , , , , ,PARKING METER,2019,3,90 MIN,-123.369950331029,48.4257183815343
743, , , , , ,PARKING METER,2018,3,90 MIN,-123.369939466151,48.4256618899048
744, , , , , ,PARKING METER,2017,3,90 MIN,-123.369931670777,48.4256072228125
745, , , , , ,PARKING METER,2609,3,90 MIN,-123.368947359471,48.4250489160439
746, , , , , ,PARKING METER,2608,3,90 MIN,-123.369028169956,48.4250570812242
747, , , , , ,PARKING METER,2607,3,90 MIN,-123.369106117476,48.4250659761637
748, , , , , ,PARKING METER,2606,3,90 MIN,-123.369184021781,48.4250733813536
749, , , , , ,PARKING METER,2605,3,90 MIN,-123.369260001641,48.4250817643027
750, , , , , ,PARKING METER,2601,3,90 MIN,-123.369571123258,48.4251166084651
751, , , , , ,PARKING METER,2602,3,90 MIN,-123.3694942325,48.4251078894706
752, , , , , ,PARKING METER,2603,3,90 MIN,-123.369417359958,48.4250988824762
753, , , , , ,PARKING METER,2604,3,90 MIN,-123.369338457953,48.4250901644416
754, , , , , ,PARKING METER,2504,3,90 MIN,-123.369347208239,48.4250029197021
755, , , , , ,PARKING METER,2505,3,90 MIN,-123.369260247571,48.4249938037942
756, , , , , ,PARKING METER,2503,3,90 MIN,-123.369433091456,48.4250134856953
757, , , , , ,PARKING METER,2502,3,90 MIN,-123.36951896421,48.4250226050062
758,HANDICAP, , , , ,PARKING METER,2501,3,90 MIN,-123.369604700454,48.4250313486352
759, , , , , ,PARKING METER,2409,3,90 MIN,-123.368723873106,48.4247636444474
760, , , , , ,PARKING METER,2410,3,90 MIN,-123.368710517725,48.4248227982499
761, , , , , ,PARKING METER,2408,3,90 MIN,-123.368737747517,48.4247024359679
762, , , , , ,PARKING METER,2407,3,90 MIN,-123.368750744342,48.4246458563335
763, , , , , ,PARKING METER,2406,3,90 MIN,-123.368785337053,48.4244960310214
764,SMALL VEHICLE, , , , ,PARKING METER,2405,3,90 MIN,-123.368799314008,48.4244551859303
765, ,90 MIN, , , ,PARKING METER,2404,3,90 MIN,-123.368951797698,48.4243458594723
766, ,90 MIN, , , ,PARKING METER,2403,3,90 MIN,-123.369157572712,48.4243653239236
767, ,90 MIN, , , ,PARKING METER,2401,3,90 MIN,-123.369242689214,48.4243731999126
768, ,90 MIN, , , ,PARKING METER,2400,3,90 MIN,-123.369326169656,48.4243813725748
769, ,90 MIN, , , ,PARKING METER,2300,3,90 MIN,-123.369358581991,48.4243090235663
770, ,20 MIN, , , ,PARKING METER,2301,3,90 MIN,-123.369268308753,48.4242998156172
771, ,90 MIN, , , ,PARKING METER,2227,3,90 MIN,-123.369644810642,48.4245069128019
772, ,90 MIN, , , ,PARKING METER,2228,3,90 MIN,-123.369651819153,48.4245626949331
773, ,90 MIN, , , ,PARKING METER,2229,3,90 MIN,-123.369660674556,48.4246191035845
774,SMALL VEHICLE, , , , ,PARKING METER,2225,3,90 MIN,-123.369603473293,48.4241740511608
775, , , , , ,PARKING METER,2224,3,90 MIN,-123.369598813078,48.4241270861788
776, , , , , ,PARKING METER,2223,3,90 MIN,-123.369580841046,48.4240710828299
777,Passenger,3 MIN, , , ,PASSENGER, ,,,-123.369540665723,48.4239907053494
778, , , , , ,PARKING METER,2222,3,90 MIN,-123.369508753168,48.4239078938403
779, , , , , ,PARKING METER,2221,3,90 MIN,-123.369481089094,48.4238510372032
780, , , , , ,PARKING METER,2220,3,90 MIN,-123.369452221462,48.4237894279403
781,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.36918560881,48.4236818361292
782,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.368961415506,48.4235975112864
783,SMALL VEHICLE, , , , ,PARKING METER,2100,3,90 MIN,-123.368849131972,48.42359058744
784, , , , , ,PARKING METER,2000,3,90 MIN,-123.369304057738,48.4232500896523
785, , , , , ,PARKING METER,1999,3,90 MIN,-123.369250701649,48.423206994526
786, , , , , ,PARKING METER,1998,3,90 MIN,-123.369194226951,48.4231658931014
787, , , , , ,PARKING METER,2001,3,90 MIN,-123.369432370314,48.4234300768842
788, , , , , ,PARKING METER,2002,3,90 MIN,-123.369456504702,48.423482976518
789,MOTORCYCLE,90 MIN, , , ,PARKING METER,2003,0,90 MIN,-123.36948383909,48.4235236413646
790,SMALL VEHICLE, , , , ,PARKING METER,2004,3,90 MIN,-123.369576590303,48.4237222383952
791, , , , , ,PARKING METER,2005,3,90 MIN,-123.369597555345,48.4237624594133
792, , , , , ,PARKING METER,2006,3,90 MIN,-123.369623695959,48.4238172355068
793, , , , , ,PARKING METER,2007,3,90 MIN,-123.369651804802,48.4238711011145
794, , , , , ,PARKING METER,2008,3,90 MIN,-123.369677400112,48.4239276485527
795, , , , , ,PARKING METER,2009,3,90 MIN,-123.369698762734,48.4239818650743
796, , , , , ,PARKING METER,2010,3,90 MIN,-123.369720540134,48.4240401538877
797, , , , , ,PARKING METER,2011,3,90 MIN,-123.369734297186,48.4240960744762
798, , , , , ,PARKING METER,2012,3,90 MIN,-123.36974012367,48.4241539979766
799,Commercial,M-F 7-10,SAT 10-6 (1HR), , ,Commercial, ,,,-123.36571848386,48.4245963212895
800, , , , , ,PARKING METER,2560,3,90 MIN,-123.365842772203,48.4246179546553
801, , , , , ,PARKING METER,2559,3,90 MIN,-123.365933446861,48.4246281376863
802, , , , , ,PARKING METER,2558,3,90 MIN,-123.36606522691,48.4246635639854
803, , , , , ,PARKING METER,2557,3,90 MIN,-123.366147657098,48.4246717839138
804, , , , , ,PARKING METER,2556,3,90 MIN,-123.36623083616,48.424682449377
805,HANDICAP, , , , ,PARKING METER,2555,3,90 MIN,-123.366317012822,48.4246911646802
806, , , , , ,PARKING METER,2623,3,90 MIN,-123.366250799884,48.4247622432834
807, , , , , ,PARKING METER,2624,3,90 MIN,-123.366166895041,48.4247540533003
808, , , , , ,PARKING METER,2625,3,90 MIN,-123.366081890473,48.4247449967824
809, , , , , ,PARKING METER,2622,3,90 MIN,-123.366913907054,48.4248358181999
810, , , , , ,PARKING METER,2621,3,90 MIN,-123.367000328827,48.4248452687366
811, , , , , ,PARKING METER,2620,3,90 MIN,-123.367086136124,48.4248547904394
812, , , , , ,PARKING METER,2619,3,90 MIN,-123.367167933807,48.4248627360747
813, , , , , ,PARKING METER,2618,3,90 MIN,-123.367252231713,48.4248711864723
814, , , , , ,PARKING METER,2617,3,90 MIN,-123.367334022047,48.4248781063961
815, , , , , ,PARKING METER,2616,3,90 MIN,-123.367416759095,48.4248865976378
816, , , , , ,PARKING METER,2615,3,90 MIN,-123.367500869551,48.4248945365372
817, , , , , ,PARKING METER,2540,3,90 MIN,-123.36812100383,48.4248744813471
818, , , , , ,PARKING METER,2539,3,90 MIN,-123.36819888619,48.4248824747434
819, , , , , ,PARKING METER,2538,3,90 MIN,-123.368277953367,48.4248896321084
820, , , , , ,PARKING METER,2514,3,90 MIN,-123.368176589509,48.4249711029512
821, , , , , ,PARKING METER,2513,3,90 MIN,-123.36825171949,48.4249786561749
822, , , , , ,PARKING METER,2512,3,90 MIN,-123.368323888003,48.4249860308019
823, , , , , ,PARKING METER,2511,3,90 MIN,-123.368399778037,48.4249947573413
824, , , , , ,PARKING METER,2537,3,90 MIN,-123.368359031176,48.4248976286552
825, , , , , ,PARKING METER,2536,3,90 MIN,-123.368434190695,48.4249057250671
826, , , , , ,PARKING METER,2535,3,90 MIN,-123.368512028876,48.4249154493207
827, , , , , ,PARKING METER,2413,3,90 MIN,-123.368391418556,48.424285665739
828, , , , , ,PARKING METER,2414,3,90 MIN,-123.368319365684,48.4242779056183
829, , , , , ,PARKING METER,2412,3,90 MIN,-123.368462153907,48.4242932860855
830, , , , , ,PARKING METER,2411,3,90 MIN,-123.368533313541,48.4243006972067
831, , , , , ,PARKING METER,2104,3,90 MIN,-123.368519703241,48.4235544487245
832, , , , , ,PARKING METER,2103,3,90 MIN,-123.368601600756,48.4235625857618
833, , , , , ,PARKING METER,2102,3,90 MIN,-123.368685242648,48.4235726918975
834, , , , , ,PARKING METER,2101,3,90 MIN,-123.368773004889,48.423582302556
835,Commercial,M-F 7-6,SAT 10-6 (1HR), , ,Commercial, ,,,-123.367890570259,48.4234580686661
836, , , , , ,PARKING METER,2106,3,90 MIN,-123.36768616758,48.4234385485096
837, , , , , ,PARKING METER,2105,3,90 MIN,-123.367766035409,48.4234479161943
838, , , , , ,PARKING METER,2201,3,90 MIN,-123.367732436469,48.4235373496598
839, , , , , ,PARKING METER,2200,3,90 MIN,-123.367816562327,48.4235482403071
840, , , , , ,PARKING METER,2203,3,90 MIN,-123.36755591442,48.4235173039203
841, , , , , ,PARKING METER,2202,3,90 MIN,-123.367645392835,48.4235272662603
842, , , , , ,PARKING METER,2306,3,90 MIN,-123.367395640903,48.4236281603896
843, , , , , ,PARKING METER,2307,3,90 MIN,-123.367384228888,48.4236816041529
844,HANDICAP, , , , ,PARKING METER,2315,3,90 MIN,-123.367270003812,48.4235961996
845, , , , , ,PARKING METER,2316,3,90 MIN,-123.367256710118,48.4236500092313
846, , , , , ,PARKING METER,2317,3,90 MIN,-123.367243385046,48.4237034069201
847, , , , , ,PARKING METER,2322,3,90 MIN,-123.367182363537,48.4239683586697
848, , , , , ,PARKING METER,2321,3,90 MIN,-123.36719552876,48.4239145215519
849, , , , , ,PARKING METER,2320,3,90 MIN,-123.367208863166,48.4238603438244
850, , , , , ,PARKING METER,2319,3,90 MIN,-123.36722084297,48.4238068865478
851, , , , , ,PARKING METER,2318,3,90 MIN,-123.367230942853,48.4237525275131
852, ,90 MIN, , , ,PARKING METER,2304,3,90 MIN,-123.367400063038,48.4241116579908
853, ,90 MIN, , , ,PARKING METER,2303,3,90 MIN,-123.367479205813,48.424119143289
854, ,90 MIN, , , ,PARKING METER,2302,3,90 MIN,-123.3675636533,48.4241280438452
855,Commercial,M-F 8-6,SAT 10-6 (1HR), , ,Commercial, ,,,-123.367672097097,48.4241399580058
856, ,90 MIN, , , ,PARKING METER,2420,3,90 MIN,-123.367636670012,48.4242252454211
857, ,90 MIN, , , ,PARKING METER,2421,3,90 MIN,-123.367556559387,48.4242168375953
858, ,20 MIN, , , ,PARKING METER,2422,3,90 MIN,-123.367476450143,48.4242084306059
859, , , , , ,PARKING METER,2425,3,90 MIN,-123.367142807873,48.4241746561585
860, , , , , ,PARKING METER,2426,3,90 MIN,-123.367057746613,48.4241651769712
861, ,90 MIN, , , ,PARKING METER,2427,3,90 MIN,-123.366973030463,48.424156880569
862, ,90 MIN, , , ,PARKING METER,2428,3,90 MIN,-123.366890853468,48.4241484932381
865,SMALL VEHICLE, , , , ,PARKING METER,2429,3,90 MIN,-123.366819243017,48.4241443095665
866,Commercial,M-SAT 7-12, , , ,Commercial, ,,,-123.367825081613,48.4247277482382
867,SMALL VEHICLE, , , , ,PARKING METER,2541,3,90 MIN,-123.367667317489,48.4248308279587
868, , , , , ,PARKING METER,2542,3,90 MIN,-123.367606571401,48.4248235126467
869, , , , , ,PARKING METER,2543,3,90 MIN,-123.367525160406,48.4248159574397
870, , , , , ,PARKING METER,2544,3,90 MIN,-123.367445459462,48.4248072982272
871, , , , , ,PARKING METER,2545,3,90 MIN,-123.367363952737,48.4248001453538
872, , , , , ,PARKING METER,2546,3,90 MIN,-123.367284644382,48.4247910007537
873, , , , , ,PARKING METER,2547,3,90 MIN,-123.367206613434,48.4247814867568
874, , , , , ,PARKING METER,2548,3,90 MIN,-123.367122694816,48.4247735065188
875, , , , , ,PARKING METER,2549,3,90 MIN,-123.367043644677,48.42476792357
876, , , , , ,PARKING METER,2550,3,90 MIN,-123.366959692314,48.4247584426833
877,Commercial,M-F 7-6,SAT 7-10,PASSENGER M-SAT 7-6 (3 min), ,Commercial, ,,,-123.366844421313,48.4247464957746
878, , , , , ,PARKING METER,2308,3,90 MIN,-123.367367975246,48.4237352406001
879, , , , , ,PARKING METER,2309,3,90 MIN,-123.367353712958,48.4237894932578
880, , , , , ,PARKING METER,2313,3,90 MIN,-123.367296304398,48.4240112462503
881, , , , , ,PARKING METER,2312,3,90 MIN,-123.367308805433,48.4239579123618
882, , , , , ,PARKING METER,2311,3,90 MIN,-123.367326469174,48.4238996156752
883, , , , , ,PARKING METER,2310,3,90 MIN,-123.367341453968,48.4238447057578
884,Hotel,10 MIN, , , ,HOTEL, ,,,-123.367385147744,48.4228827769923
885,Commercial,M-F 7-6,SAT 8-6 (1HR), , ,Commercial, ,,,-123.367564800886,48.4229243645847
886, , , , , ,PARKING METER,2107,3,90 MIN,-123.367522085588,48.4230211764008
887, , , , , ,PARKING METER,2108,3,90 MIN,-123.367509316502,48.4230489050395
888, , , , , ,PARKING METER,2109,3,90 MIN,-123.367501794495,48.423077571474
889, , , , , ,PARKING METER,2110,3,90 MIN,-123.367492786451,48.4231042840934
890, , , , , ,PARKING METER,2111,3,90 MIN,-123.367488285452,48.4231297767897
891, , , , , ,PARKING METER,2112,3,90 MIN,-123.367483529488,48.4231553386737
892, , , , , ,PARKING METER,2113,3,90 MIN,-123.367477709145,48.4231811882463
893, , , , , ,PARKING METER,2114,3,90 MIN,-123.367473599894,48.4232092752087
894, , , , , ,PARKING METER,2115,3,90 MIN,-123.367468777877,48.4232367382832
895, , , , , ,PARKING METER,2116,3,90 MIN,-123.367460005077,48.4232651514085
896, , , , , ,PARKING METER,2117,3,90 MIN,-123.367449193193,48.4232928926978
897, , , , , ,PARKING METER,2118,3,90 MIN,-123.367439861079,48.4233207831073
898, , , , , ,PARKING METER,2119,3,90 MIN,-123.367435350601,48.4233462785349
899,Hotel,10 MIN, , , ,HOTEL, ,,,-123.367084534632,48.4233760614268
900, , , , , ,PARKING METER,2206,3,90 MIN,-123.367087782437,48.4234702256278
901, , , , , ,PARKING METER,2207,3,90 MIN,-123.367005976561,48.4234625675946
902, , , , , ,PARKING METER,2208,3,90 MIN,-123.366921725172,48.4234541040008
903, , , , , ,PARKING METER,2121,3,90 MIN,-123.366826697749,48.4233546749624
904, , , , , ,PARKING METER,2122,3,90 MIN,-123.366741245114,48.4233449240267
905, , , , , ,PARKING METER,2123,3,90 MIN,-123.366659650824,48.4233354675323
906, , , , , ,PARKING METER,2124,3,90 MIN,-123.366570478424,48.4233261854525
907, , , , , ,PARKING METER,2125,3,90 MIN,-123.366487429085,48.423316715574
908, , , , , ,PARKING METER,2120,3,90 MIN,-123.366905456532,48.4233621035451
909, , , , , ,PARKING METER,2126,3,90 MIN,-123.366404327384,48.4233087941188
910, , , , , ,PARKING METER,2209,3,90 MIN,-123.366689650252,48.4234277976998
911, , , , , ,PARKING METER,2210,3,90 MIN,-123.3666049306,48.4234181865502
912, , , , , ,PARKING METER,2211,3,90 MIN,-123.366520815728,48.4234109350451
913, , , , , ,PARKING METER,2212,3,90 MIN,-123.366431406312,48.4234027296005
914, , , , , ,PARKING METER,2213,3,90 MIN,-123.366354757733,48.4233941137155
915,Commercial,M-F 7AM-6PM,SAT 7AM-10AM,SAT 10AM-6PM (1HR), ,Commercial, ,,,-123.366250355166,48.4233865829124
916, , , , , ,PARKING METER,2217,3,90 MIN,-123.365948553177,48.4233459505942
917, , , , , ,PARKING METER,2216,3,90 MIN,-123.366037042316,48.4233557148434
918, , , , , ,PARKING METER,2215,3,90 MIN,-123.366124540703,48.4233654767795
919,Commercial,M-F 7AM-6PM,SAT 7AM-10AM,SAT 10AM-6PM (1HR), ,Commercial, ,,,-123.366049534298,48.42326351397
920, , , , , ,PARKING METER,2230,3,90 MIN,-123.365757978085,48.4234884658923
921, , , , , ,PARKING METER,2231,3,90 MIN,-123.365744817045,48.4235440328934
922, , , , , ,PARKING METER,2232,3,90 MIN,-123.365729203957,48.4235999639463
923, , , , , ,PARKING METER,2445,3,90 MIN,-123.365529492941,48.4244015774591
924, , , , , ,PARKING METER,2444,3,90 MIN,-123.365542055352,48.4243482309736
925, , , , , ,PARKING METER,2443,3,90 MIN,-123.365556474375,48.4242899052744
926, , , , , ,PARKING METER,2442,3,90 MIN,-123.365571159395,48.4242368192417
927, , , , , ,PARKING METER,2441,3,90 MIN,-123.365585844377,48.4241837323056
928,Taxi,ALL, , , ,TAXI, ,,,-123.365517273632,48.4244671429226
929,Commercial,M-F 7AM-6PM,SAT 8AM-6PM (1HR), , ,Commercial, ,,,-123.365851167301,48.4240426470375
930, , , , , ,PARKING METER,2435,3,90 MIN,-123.365986179251,48.4240532729622
931, , , , , ,PARKING METER,2434,3,90 MIN,-123.366072730955,48.4240620438808
932, , , , , ,PARKING METER,2433,3,90 MIN,-123.366159835198,48.4240707688952
933, , , , , ,PARKING METER,2432,3,90 MIN,-123.366242257506,48.4240789662434
934, , , , , ,PARKING METER,2431,3,90 MIN,-123.366325407411,48.4240872142989
935, , , , , ,PARKING METER,2326,3,90 MIN,-123.36641564012,48.42400937648
936, , , , , ,PARKING METER,2327,3,90 MIN,-123.366332943506,48.4240006151464
937, , , , , ,PARKING METER,2329,3,90 MIN,-123.366144101854,48.4239807063088
938, , , , , ,PARKING METER,2330,3,90 MIN,-123.366058945829,48.4239727739936
939, , , , , ,PARKING METER,2331,3,90 MIN,-123.365974502389,48.4239646846102
940, , , , , ,PARKING METER,2430,3,90 MIN,-123.366409544122,48.4240960331382
